sample_id,band_id,observation_time,start_frequency_mhz,end_frequency_mhz,bandwidth_mhz,hour_of_day,day_of_week,region,state,district,signal_power_dbm,noise_floor_dbm,snr_db,occupancy_ratio,interference_score,target_available,target_occupancy_ratio,label_source,data_type,created_at
3102,B003,"2026-01-04 11:00:00",610.000,890.000,20.000,11,0,"New Delhi",Delhi,NULL,-80.660,-106.078,25.418,0.64792,0.50947,0,0.64792,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3103,B003,"2026-01-05 11:00:00",610.000,890.000,20.000,11,1,"New Delhi",Delhi,NULL,-67.737,-96.105,28.367,0.68074,0.56994,0,0.68074,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3104,B003,"2026-01-06 11:00:00",610.000,890.000,20.000,11,2,"New Delhi",Delhi,NULL,-70.069,-97.312,27.243,0.53772,0.59384,0,0.53772,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3105,B003,"2026-01-07 11:00:00",610.000,890.000,20.000,11,3,"New Delhi",Delhi,NULL,-80.938,-103.744,22.806,0.53807,0.41281,0,0.53807,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3106,B003,"2026-01-08 11:00:00",610.000,890.000,20.000,11,4,"New Delhi",Delhi,NULL,-66.086,-99.366,33.280,0.57889,0.54381,0,0.57889,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3107,B003,"2026-01-09 11:00:00",610.000,890.000,20.000,11,5,"New Delhi",Delhi,NULL,-79.451,-103.609,24.158,0.48477,0.50293,0,0.48477,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3108,B003,"2026-01-10 11:00:00",610.000,890.000,20.000,11,6,"New Delhi",Delhi,NULL,-90.140,-104.552,14.412,0.32514,0.49601,0,0.32514,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3109,B003,"2026-01-04 12:00:00",610.000,890.000,20.000,12,0,"New Delhi",Delhi,NULL,-75.305,-103.095,27.790,0.57731,0.60477,0,0.57731,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3110,B003,"2026-01-05 12:00:00",610.000,890.000,20.000,12,1,"New Delhi",Delhi,NULL,-77.735,-101.091,23.356,0.48870,0.46567,0,0.48870,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3111,B003,"2026-01-06 12:00:00",610.000,890.000,20.000,12,2,"New Delhi",Delhi,NULL,-77.024,-100.496,23.472,0.53855,0.39803,0,0.53855,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3112,B003,"2026-01-07 12:00:00",610.000,890.000,20.000,12,3,"New Delhi",Delhi,NULL,-77.361,-102.686,25.324,0.53833,0.56799,0,0.53833,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3113,B003,"2026-01-08 12:00:00",610.000,890.000,20.000,12,4,"New Delhi",Delhi,NULL,-78.014,-102.486,24.472,0.48352,0.42818,0,0.48352,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3114,B003,"2026-01-09 12:00:00",610.000,890.000,20.000,12,5,"New Delhi",Delhi,NULL,-85.981,-104.355,18.374,0.45135,0.38964,0,0.45135,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3115,B003,"2026-01-10 12:00:00",610.000,890.000,20.000,12,6,"New Delhi",Delhi,NULL,-72.186,-96.911,24.724,0.55844,0.51537,0,0.55844,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3116,B003,"2026-01-04 13:00:00",610.000,890.000,20.000,13,0,"New Delhi",Delhi,NULL,-77.787,-100.893,23.106,0.56059,0.55425,0,0.56059,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3117,B003,"2026-01-05 13:00:00",610.000,890.000,20.000,13,1,"New Delhi",Delhi,NULL,-78.243,-105.940,27.696,0.56668,0.52730,0,0.56668,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3118,B003,"2026-01-06 13:00:00",610.000,890.000,20.000,13,2,"New Delhi",Delhi,NULL,-77.800,-104.323,26.523,0.45758,0.46928,0,0.45758,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3119,B003,"2026-01-07 13:00:00",610.000,890.000,20.000,13,3,"New Delhi",Delhi,NULL,-77.523,-105.126,27.604,0.65951,0.49723,0,0.65951,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3120,B003,"2026-01-08 13:00:00",610.000,890.000,20.000,13,4,"New Delhi",Delhi,NULL,-81.061,-103.820,22.759,0.46295,0.29968,0,0.46295,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3121,B003,"2026-01-09 13:00:00",610.000,890.000,20.000,13,5,"New Delhi",Delhi,NULL,-78.406,-103.495,25.089,0.43105,0.39353,0,0.43105,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3122,B003,"2026-01-10 13:00:00",610.000,890.000,20.000,13,6,"New Delhi",Delhi,NULL,-80.970,-102.699,21.729,0.51530,0.43778,0,0.51530,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3123,B003,"2026-01-04 14:00:00",610.000,890.000,20.000,14,0,"New Delhi",Delhi,NULL,-69.000,-99.196,30.196,0.58138,0.68400,0,0.58138,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3124,B003,"2026-01-05 14:00:00",610.000,890.000,20.000,14,1,"New Delhi",Delhi,NULL,-73.175,-102.028,28.853,0.66470,0.56419,0,0.66470,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3125,B003,"2026-01-06 14:00:00",610.000,890.000,20.000,14,2,"New Delhi",Delhi,NULL,-82.820,-103.310,20.491,0.53333,0.49805,0,0.53333,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3126,B003,"2026-01-07 14:00:00",610.000,890.000,20.000,14,3,"New Delhi",Delhi,NULL,-84.070,-102.462,18.393,0.47147,0.51475,0,0.47147,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3127,B003,"2026-01-08 14:00:00",610.000,890.000,20.000,14,4,"New Delhi",Delhi,NULL,-78.566,-97.241,18.675,0.41937,0.43215,0,0.41937,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3128,B003,"2026-01-09 14:00:00",610.000,890.000,20.000,14,5,"New Delhi",Delhi,NULL,-83.765,-104.694,20.929,0.47213,0.47593,0,0.47213,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3129,B003,"2026-01-10 14:00:00",610.000,890.000,20.000,14,6,"New Delhi",Delhi,NULL,-77.779,-99.760,21.981,0.44754,0.35734,0,0.44754,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3130,B003,"2026-01-04 15:00:00",610.000,890.000,20.000,15,0,"New Delhi",Delhi,NULL,-73.386,-100.407,27.022,0.52939,0.61706,0,0.52939,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3131,B003,"2026-01-05 15:00:00",610.000,890.000,20.000,15,1,"New Delhi",Delhi,NULL,-78.898,-104.924,26.026,0.46756,0.36482,0,0.46756,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3132,B003,"2026-01-06 15:00:00",610.000,890.000,20.000,15,2,"New Delhi",Delhi,NULL,-80.994,-104.551,23.557,0.52629,0.41849,0,0.52629,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3133,B003,"2026-01-07 15:00:00",610.000,890.000,20.000,15,3,"New Delhi",Delhi,NULL,-77.213,-101.070,23.857,0.54118,0.41652,0,0.54118,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3134,B003,"2026-01-08 15:00:00",610.000,890.000,20.000,15,4,"New Delhi",Delhi,NULL,-79.871,-105.743,25.872,0.58012,0.47896,0,0.58012,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3135,B003,"2026-01-09 15:00:00",610.000,890.000,20.000,15,5,"New Delhi",Delhi,NULL,-73.325,-98.900,25.575,0.49816,0.50944,0,0.49816,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3136,B003,"2026-01-10 15:00:00",610.000,890.000,20.000,15,6,"New Delhi",Delhi,NULL,-84.541,-102.173,17.632,0.43612,0.44665,0,0.43612,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3137,B003,"2026-01-04 16:00:00",610.000,890.000,20.000,16,0,"New Delhi",Delhi,NULL,-78.155,-99.565,21.410,0.44172,0.53813,0,0.44172,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3138,B003,"2026-01-05 16:00:00",610.000,890.000,20.000,16,1,"New Delhi",Delhi,NULL,-83.398,-102.564,19.167,0.48244,0.51431,0,0.48244,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3139,B003,"2026-01-06 16:00:00",610.000,890.000,20.000,16,2,"New Delhi",Delhi,NULL,-80.101,-99.564,19.462,0.54321,0.50466,0,0.54321,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3140,B003,"2026-01-07 16:00:00",610.000,890.000,20.000,16,3,"New Delhi",Delhi,NULL,-72.413,-97.769,25.356,0.63047,0.69996,0,0.63047,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3141,B003,"2026-01-08 16:00:00",610.000,890.000,20.000,16,4,"New Delhi",Delhi,NULL,-79.580,-104.644,25.064,0.43313,0.31708,0,0.43313,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3142,B003,"2026-01-09 16:00:00",610.000,890.000,20.000,16,5,"New Delhi",Delhi,NULL,-73.487,-103.030,29.543,0.48682,0.44511,0,0.48682,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3143,B003,"2026-01-10 16:00:00",610.000,890.000,20.000,16,6,"New Delhi",Delhi,NULL,-75.406,-100.408,25.002,0.60952,0.67509,0,0.60952,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3144,B003,"2026-01-04 17:00:00",610.000,890.000,20.000,17,0,"New Delhi",Delhi,NULL,-74.297,-100.633,26.337,0.53164,0.61478,0,0.53164,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3145,B003,"2026-01-05 17:00:00",610.000,890.000,20.000,17,1,"New Delhi",Delhi,NULL,-81.277,-97.845,16.568,0.42009,0.31788,0,0.42009,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3146,B003,"2026-01-06 17:00:00",610.000,890.000,20.000,17,2,"New Delhi",Delhi,NULL,-80.546,-101.392,20.846,0.41217,0.42377,0,0.41217,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3147,B003,"2026-01-07 17:00:00",610.000,890.000,20.000,17,3,"New Delhi",Delhi,NULL,-82.059,-104.038,21.978,0.38075,0.43514,0,0.38075,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3148,B003,"2026-01-08 17:00:00",610.000,890.000,20.000,17,4,"New Delhi",Delhi,NULL,-79.032,-102.699,23.668,0.42484,0.48119,0,0.42484,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3149,B003,"2026-01-09 17:00:00",610.000,890.000,20.000,17,5,"New Delhi",Delhi,NULL,-85.963,-100.641,14.678,0.28338,0.14331,0,0.28338,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3150,B003,"2026-01-10 17:00:00",610.000,890.000,20.000,17,6,"New Delhi",Delhi,NULL,-73.953,-102.552,28.599,0.58220,0.56757,0,0.58220,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3151,B003,"2026-01-04 18:00:00",610.000,890.000,20.000,18,0,"New Delhi",Delhi,NULL,-80.814,-103.349,22.535,0.52135,0.51203,0,0.52135,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3152,B003,"2026-01-05 18:00:00",610.000,890.000,20.000,18,1,"New Delhi",Delhi,NULL,-78.803,-101.559,22.756,0.52674,0.32573,0,0.52674,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3153,B003,"2026-01-06 18:00:00",610.000,890.000,20.000,18,2,"New Delhi",Delhi,NULL,-73.419,-103.394,29.975,0.60422,0.66692,0,0.60422,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3154,B003,"2026-01-07 18:00:00",610.000,890.000,20.000,18,3,"New Delhi",Delhi,NULL,-78.860,-103.123,24.263,0.68651,0.49836,0,0.68651,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3155,B003,"2026-01-08 18:00:00",610.000,890.000,20.000,18,4,"New Delhi",Delhi,NULL,-71.633,-102.399,30.765,0.66560,0.57071,0,0.66560,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3156,B003,"2026-01-09 18:00:00",610.000,890.000,20.000,18,5,"New Delhi",Delhi,NULL,-71.385,-99.622,28.238,0.45832,0.62101,0,0.45832,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3157,B003,"2026-01-10 18:00:00",610.000,890.000,20.000,18,6,"New Delhi",Delhi,NULL,-78.825,-105.595,26.770,0.50650,0.43240,0,0.50650,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3158,B003,"2026-01-04 19:00:00",610.000,890.000,20.000,19,0,"New Delhi",Delhi,NULL,-84.893,-107.916,23.023,0.35903,0.40757,0,0.35903,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3159,B003,"2026-01-05 19:00:00",610.000,890.000,20.000,19,1,"New Delhi",Delhi,NULL,-79.087,-102.427,23.340,0.40383,0.32988,0,0.40383,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3160,B003,"2026-01-06 19:00:00",610.000,890.000,20.000,19,2,"New Delhi",Delhi,NULL,-73.941,-97.737,23.796,0.46654,0.48387,0,0.46654,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3161,B003,"2026-01-07 19:00:00",610.000,890.000,20.000,19,3,"New Delhi",Delhi,NULL,-93.363,-102.712,9.349,0.24551,0.29093,1,0.24551,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3162,B003,"2026-01-08 19:00:00",610.000,890.000,20.000,19,4,"New Delhi",Delhi,NULL,-80.181,-101.407,21.226,0.44897,0.49370,0,0.44897,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3163,B003,"2026-01-09 19:00:00",610.000,890.000,20.000,19,5,"New Delhi",Delhi,NULL,-82.774,-101.706,18.932,0.34164,0.20696,0,0.34164,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3164,B003,"2026-01-10 19:00:00",610.000,890.000,20.000,19,6,"New Delhi",Delhi,NULL,-84.604,-101.734,17.130,0.33236,0.32263,0,0.33236,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3165,B003,"2026-01-04 20:00:00",610.000,890.000,20.000,20,0,"New Delhi",Delhi,NULL,-78.629,-102.477,23.848,0.49702,0.42738,0,0.49702,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3166,B003,"2026-01-05 20:00:00",610.000,890.000,20.000,20,1,"New Delhi",Delhi,NULL,-81.653,-98.307,16.655,0.28896,0.32265,0,0.28896,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3167,B003,"2026-01-06 20:00:00",610.000,890.000,20.000,20,2,"New Delhi",Delhi,NULL,-89.010,-105.407,16.397,0.34904,0.47073,0,0.34904,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3168,B003,"2026-01-07 20:00:00",610.000,890.000,20.000,20,3,"New Delhi",Delhi,NULL,-84.597,-105.482,20.885,0.47429,0.46860,0,0.47429,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3169,B003,"2026-01-08 20:00:00",610.000,890.000,20.000,20,4,"New Delhi",Delhi,NULL,-82.545,-103.399,20.854,0.50445,0.41794,0,0.50445,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3170,B003,"2026-01-09 20:00:00",610.000,890.000,20.000,20,5,"New Delhi",Delhi,NULL,-76.397,-96.501,20.104,0.34381,0.32703,0,0.34381,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3171,B003,"2026-01-10 20:00:00",610.000,890.000,20.000,20,6,"New Delhi",Delhi,NULL,-86.830,-103.893,17.064,0.32919,0.33181,0,0.32919,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3172,B003,"2026-01-04 21:00:00",610.000,890.000,20.000,21,0,"New Delhi",Delhi,NULL,-82.969,-106.203,23.235,0.44724,0.43031,0,0.44724,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3173,B003,"2026-01-05 21:00:00",610.000,890.000,20.000,21,1,"New Delhi",Delhi,NULL,-79.418,-100.967,21.549,0.37166,0.22980,0,0.37166,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3174,B003,"2026-01-06 21:00:00",610.000,890.000,20.000,21,2,"New Delhi",Delhi,NULL,-75.837,-102.263,26.426,0.40638,0.39640,0,0.40638,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3175,B003,"2026-01-07 21:00:00",610.000,890.000,20.000,21,3,"New Delhi",Delhi,NULL,-79.258,-104.524,25.266,0.46650,0.51653,0,0.46650,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3176,B003,"2026-01-08 21:00:00",610.000,890.000,20.000,21,4,"New Delhi",Delhi,NULL,-77.802,-104.009,26.208,0.45374,0.31458,0,0.45374,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3177,B003,"2026-01-09 21:00:00",610.000,890.000,20.000,21,5,"New Delhi",Delhi,NULL,-81.363,-101.213,19.850,0.38810,0.32109,0,0.38810,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3178,B003,"2026-01-10 21:00:00",610.000,890.000,20.000,21,6,"New Delhi",Delhi,NULL,-77.344,-103.028,25.684,0.35929,0.46073,0,0.35929,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3179,B003,"2026-01-04 22:00:00",610.000,890.000,20.000,22,0,"New Delhi",Delhi,NULL,-77.025,-101.893,24.868,0.52394,0.48604,0,0.52394,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3180,B003,"2026-01-05 22:00:00",610.000,890.000,20.000,22,1,"New Delhi",Delhi,NULL,-81.773,-100.949,19.176,0.45402,0.39845,0,0.45402,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3181,B003,"2026-01-06 22:00:00",610.000,890.000,20.000,22,2,"New Delhi",Delhi,NULL,-73.526,-94.973,21.447,0.46764,0.39239,0,0.46764,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3182,B003,"2026-01-07 22:00:00",610.000,890.000,20.000,22,3,"New Delhi",Delhi,NULL,-77.644,-98.353,20.709,0.37510,0.34248,0,0.37510,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3183,B003,"2026-01-08 22:00:00",610.000,890.000,20.000,22,4,"New Delhi",Delhi,NULL,-79.947,-101.742,21.795,0.40313,0.42948,0,0.40313,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3184,B003,"2026-01-09 22:00:00",610.000,890.000,20.000,22,5,"New Delhi",Delhi,NULL,-73.707,-99.545,25.838,0.41410,0.36799,0,0.41410,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3185,B003,"2026-01-10 22:00:00",610.000,890.000,20.000,22,6,"New Delhi",Delhi,NULL,-82.671,-102.949,20.278,0.35189,0.41374,0,0.35189,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3186,B003,"2026-01-04 23:00:00",610.000,890.000,20.000,23,0,"New Delhi",Delhi,NULL,-82.595,-102.075,19.480,0.44162,0.32654,0,0.44162,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3187,B003,"2026-01-05 23:00:00",610.000,890.000,20.000,23,1,"New Delhi",Delhi,NULL,-85.807,-103.770,17.963,0.33316,0.41884,0,0.33316,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3188,B003,"2026-01-06 23:00:00",610.000,890.000,20.000,23,2,"New Delhi",Delhi,NULL,-87.487,-105.639,18.152,0.45148,0.39120,0,0.45148,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3189,B003,"2026-01-07 23:00:00",610.000,890.000,20.000,23,3,"New Delhi",Delhi,NULL,-79.877,-102.379,22.501,0.45224,0.38472,0,0.45224,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3190,B003,"2026-01-08 23:00:00",610.000,890.000,20.000,23,4,"New Delhi",Delhi,NULL,-78.865,-101.117,22.253,0.45936,0.30796,0,0.45936,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3191,B003,"2026-01-09 23:00:00",610.000,890.000,20.000,23,5,"New Delhi",Delhi,NULL,-82.601,-102.930,20.329,0.37179,0.23523,0,0.37179,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3192,B003,"2026-01-10 23:00:00",610.000,890.000,20.000,23,6,"New Delhi",Delhi,NULL,-75.083,-101.689,26.606,0.47527,0.48502,0,0.47527,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3193,B003,"2026-01-04 00:00:00",610.000,890.000,20.000,0,0,Chennai,"Tamil Nadu",NULL,-81.649,-103.188,21.540,0.48235,0.32418,0,0.48235,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3194,B003,"2026-01-05 00:00:00",610.000,890.000,20.000,0,1,Chennai,"Tamil Nadu",NULL,-76.260,-101.215,24.955,0.47501,0.35472,0,0.47501,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3195,B003,"2026-01-06 00:00:00",610.000,890.000,20.000,0,2,Chennai,"Tamil Nadu",NULL,-88.477,-104.857,16.381,0.42107,0.39396,0,0.42107,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3196,B003,"2026-01-07 00:00:00",610.000,890.000,20.000,0,3,Chennai,"Tamil Nadu",NULL,-73.568,-93.374,19.805,0.32321,0.42911,0,0.32321,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3197,B003,"2026-01-08 00:00:00",610.000,890.000,20.000,0,4,Chennai,"Tamil Nadu",NULL,-81.024,-101.382,20.357,0.48797,0.45663,0,0.48797,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3198,B003,"2026-01-09 00:00:00",610.000,890.000,20.000,0,5,Chennai,"Tamil Nadu",NULL,-76.777,-104.239,27.462,0.50514,0.43286,0,0.50514,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3199,B003,"2026-01-10 00:00:00",610.000,890.000,20.000,0,6,Chennai,"Tamil Nadu",NULL,-78.189,-103.625,25.436,0.44687,0.51429,0,0.44687,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3200,B003,"2026-01-04 01:00:00",610.000,890.000,20.000,1,0,Chennai,"Tamil Nadu",NULL,-78.891,-101.731,22.840,0.41136,0.44102,0,0.41136,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3201,B003,"2026-01-05 01:00:00",610.000,890.000,20.000,1,1,Chennai,"Tamil Nadu",NULL,-77.871,-102.227,24.356,0.52380,0.46839,0,0.52380,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3202,B003,"2026-01-06 01:00:00",610.000,890.000,20.000,1,2,Chennai,"Tamil Nadu",NULL,-81.234,-105.557,24.324,0.45149,0.50835,0,0.45149,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3203,B003,"2026-01-07 01:00:00",610.000,890.000,20.000,1,3,Chennai,"Tamil Nadu",NULL,-80.302,-100.979,20.677,0.43761,0.43322,0,0.43761,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3204,B003,"2026-01-08 01:00:00",610.000,890.000,20.000,1,4,Chennai,"Tamil Nadu",NULL,-82.187,-101.553,19.367,0.41736,0.43392,0,0.41736,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3205,B003,"2026-01-09 01:00:00",610.000,890.000,20.000,1,5,Chennai,"Tamil Nadu",NULL,-79.357,-102.877,23.520,0.46990,0.51690,0,0.46990,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3206,B003,"2026-01-10 01:00:00",610.000,890.000,20.000,1,6,Chennai,"Tamil Nadu",NULL,-83.024,-104.626,21.602,0.37275,0.34695,0,0.37275,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3207,B003,"2026-01-04 02:00:00",610.000,890.000,20.000,2,0,Chennai,"Tamil Nadu",NULL,-78.714,-102.169,23.455,0.44911,0.40478,0,0.44911,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3208,B003,"2026-01-05 02:00:00",610.000,890.000,20.000,2,1,Chennai,"Tamil Nadu",NULL,-79.521,-99.451,19.930,0.38960,0.43004,0,0.38960,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3209,B003,"2026-01-06 02:00:00",610.000,890.000,20.000,2,2,Chennai,"Tamil Nadu",NULL,-78.603,-103.572,24.969,0.54338,0.47968,0,0.54338,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3210,B003,"2026-01-07 02:00:00",610.000,890.000,20.000,2,3,Chennai,"Tamil Nadu",NULL,-82.604,-100.627,18.023,0.41034,0.29795,0,0.41034,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3211,B003,"2026-01-08 02:00:00",610.000,890.000,20.000,2,4,Chennai,"Tamil Nadu",NULL,-79.203,-101.450,22.248,0.39281,0.42262,0,0.39281,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3212,B003,"2026-01-09 02:00:00",610.000,890.000,20.000,2,5,Chennai,"Tamil Nadu",NULL,-84.907,-106.479,21.572,0.36494,0.29928,0,0.36494,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3213,B003,"2026-01-10 02:00:00",610.000,890.000,20.000,2,6,Chennai,"Tamil Nadu",NULL,-83.998,-102.167,18.169,0.40984,0.41353,0,0.40984,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3214,B003,"2026-01-04 03:00:00",610.000,890.000,20.000,3,0,Chennai,"Tamil Nadu",NULL,-77.117,-99.850,22.733,0.44068,0.56774,0,0.44068,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3215,B003,"2026-01-05 03:00:00",610.000,890.000,20.000,3,1,Chennai,"Tamil Nadu",NULL,-71.975,-96.863,24.888,0.36538,0.33334,0,0.36538,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3216,B003,"2026-01-06 03:00:00",610.000,890.000,20.000,3,2,Chennai,"Tamil Nadu",NULL,-85.238,-103.111,17.873,0.33858,0.38600,0,0.33858,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3217,B003,"2026-01-07 03:00:00",610.000,890.000,20.000,3,3,Chennai,"Tamil Nadu",NULL,-82.814,-100.421,17.608,0.46803,0.26650,0,0.46803,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3218,B003,"2026-01-08 03:00:00",610.000,890.000,20.000,3,4,Chennai,"Tamil Nadu",NULL,-76.229,-98.678,22.449,0.43739,0.55188,0,0.43739,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3219,B003,"2026-01-09 03:00:00",610.000,890.000,20.000,3,5,Chennai,"Tamil Nadu",NULL,-80.433,-101.798,21.365,0.30635,0.33076,0,0.30635,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3220,B003,"2026-01-10 03:00:00",610.000,890.000,20.000,3,6,Chennai,"Tamil Nadu",NULL,-77.130,-99.647,22.517,0.48119,0.40968,0,0.48119,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3221,B003,"2026-01-04 04:00:00",610.000,890.000,20.000,4,0,Chennai,"Tamil Nadu",NULL,-77.391,-101.807,24.416,0.33006,0.20689,0,0.33006,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
3222,B003,"2026-01-05 04:00:00",610.000,890.000,20.000,4,1,Chennai,"Tamil Nadu",NULL,-77.017,-99.282,22.265,0.41732,0.25174,0,0.41732,"Synthetic dataset",synthetic,"2026-08-12 18:09:25"
